track_id,track_name,artist_name,publisher_name,bundle_id,genre,app_version,price,initial_release_date,latest_release_date,avg_user_rating,rating_count,app_url,file_size_bytes,content_rating,availability,first_name,last_name,country,offer_date,savings,offer_details,app_info,service_info
"1441252752","Calory Ai: Calorie Counter","Funn Media, LLC","Funn Media, LLC","com.funnmedia.calory","Health & Fitness","4.3.5","Free","2019-04-11T07:00:00Z","2025-07-17T20:17:09Z","4.61259","7465","https://apps.apple.com/us/app/calory-ai-calorie-counter/id1441252752?uo=4","329057280","4+","1","Kriss","Smolka","United States","2021-12-16","34.99","FREE","Calory_app","Twitter"
"1576281695","Sticker Doodle: Photo Stickers","Charles Etzel","Charles Etzel","net.jazzychad.StickerDoodle","Utilities","1.2.2","Free","2021-08-31T07:00:00Z","2023-10-01T17:47:08Z","4.70131","2213","https://apps.apple.com/us/app/sticker-doodle-photo-stickers/id1576281695?uo=4","16129024","4+","1","Chad","Etzel","United States","2021-12-15","1.99","FREE","StickerDoodler","Twitter"
"1507248426","Skaffer - Track subscriptions","Yahor Iskrankou","Yahor Iskrankou","app.skaffer.skaffer","Finance","1.7.0","Free","2020-06-11T07:00:00Z","2022-09-07T13:34:25Z","4.73864","88","https://apps.apple.com/us/app/skaffer-track-subscriptions/id1507248426?uo=4","6933504","4+","1","Egor","Iskrenkov","Belarus","2021-12-14","2.99","FREE","Skaffer_app","Twitter"
"1582291621","un:safe - pop the lock","Emin Grbo","Emin Grbo","undeadpixel.unsafe","Games","2.7","$1.99","2021-11-05T07:00:00Z","2022-11-19T15:43:18Z","4.2931","58","https://apps.apple.com/us/app/un-safe-pop-the-lock/id1582291621?uo=4","7523328","4+","1","Emin","Grbo","Norway","2021-12-19","1.99","FREE","Unsafeapp","Twitter"
"1531983371","Activity Tracker・FitnessView","Funn Media, LLC","Funn Media, LLC","com.funnmedia.fitnessview","Health & Fitness","2.6.13","Free","2021-07-14T07:00:00Z","2025-06-05T23:49:27Z","4.63034","6322","https://apps.apple.com/us/app/activity-tracker-fitnessview/id1531983371?uo=4","200255488","4+","1","Kriss","Smolka","United States","2022-12-30","25","APP DISCOUNT","",""
"1531983371","Activity Tracker・FitnessView","Funn Media, LLC","Funn Media, LLC","com.funnmedia.fitnessview","Health & Fitness","2.6.13","Free","2021-07-14T07:00:00Z","2025-06-05T23:49:27Z","4.63034","6322","https://apps.apple.com/us/app/activity-tracker-fitnessview/id1531983371?uo=4","200255488","4+","1","Kriss","Smolka","United States","2021-12-20","34.99","FREE","",""
"1253577148","HabitMinder • Habit Tracker","Reflective Technologies ApS","Reflective Technologies ApS","com.funnmedia.habitminder","Health & Fitness","2.9.0","Free","2017-11-16T02:49:18Z","2024-09-16T06:39:37Z","4.6273","5648","https://apps.apple.com/us/app/habitminder-habit-tracker/id1253577148?uo=4","53855232","4+","1","Kriss","Smolka","United States","2021-12-18","22.99","FREE","HabitMinder","Twitter"
"1550456653","Time’s Up! — Visual Timer","Overdesigned, LLC","Overdesigned, LLC","com.overdesigned.TimesUpTimer","Utilities","1.9.3","Free","2021-08-30T07:00:00Z","2025-02-27T19:00:15Z","4.64954","331","https://apps.apple.com/us/app/times-up-visual-timer/id1550456653?uo=4","39746560","4+","1","Adam","Overholtzer","United States","2021-12-21","5.99","FREE","TimesUpApp","Twitter"
"1487384157","Luxilux Light Meter","Christian Lobach","Christian Lobach","de.christian-lobach.Luxilux","Photo & Video","2.1","$5.99","2019-11-12T08:00:00Z","2025-03-21T17:45:18Z","4.86111","72","https://apps.apple.com/us/app/luxilux-light-meter/id1487384157?uo=4","4119552","4+","1","Christian","Lobach","Germany","2021-12-22","5.99","FREE","LuxiluxApp","Twitter"
"1549454338","OLD: Pile - Collect Bookmarks","Awesome Apps Company Ltd.","Awesome Apps Company Ltd.","com.aramapps.Pile","Productivity","1.6.9","Free","2021-06-14T07:00:00Z","2024-08-10T09:03:11Z","4.30233","172","https://apps.apple.com/us/app/old-pile-collect-bookmarks/id1549454338?uo=4","49371136","17+","1","Aram","Miquel","Ireland","2021-12-23","29.99","FREE","Pile_app","Twitter"
"1573261774","Navi - Subtitles & Translation","Good Snooze","Jordi Bruin","com.goodsnooze.navisubtitles","Utilities","2.2","Free","2021-12-13T08:00:00Z","2024-06-27T01:42:56Z","4.18182","110","https://apps.apple.com/us/app/navi-subtitles-translation/id1573261774?uo=4","3407872","4+","0","Jordi","Bruin","Netherlands","2021-12-28","","FREE","",""
"1588309394","ASMR Cat: RonRon","Pierre Boudoin","Pierre Boudoin","com.pierreboudoin.ronron","Health & Fitness","2.0.6","Free","2021-10-05T07:00:00Z","2025-06-16T05:31:31Z","4.83333","24","https://apps.apple.com/us/app/asmr-cat-ronron/id1588309394?uo=4","47664128","4+","1","Pierre","Boudoin","France","2021-12-27","2.99","FREE","Ronron__app","Twitter"
"1439731526","Soor ▹","Tanmay Sonawane","Tanmay Sonawane","me.tanmay.Music","Music","3.5.8","$6.99","2019-03-01T08:53:11Z","2025-04-30T14:35:26Z","4.26786","448","https://apps.apple.com/us/app/soor/id1439731526?uo=4","59488256","12+","1","Tanmay","Sonawane","India","2021-12-25","","DISCOUNT","Soor_app","Twitter"
"1573004386","Hacker News - Latest in Tech","Snap Web Studios","Eric Lewis","com.ericlewis.Hacker","News","1.1.2","Free","2021-09-20T07:00:00Z","2024-05-28T23:00:28Z","4.66667","33","https://apps.apple.com/us/app/hacker-news-latest-in-tech/id1573004386?uo=4","20486144","12+","1","Eric","Lewis","United States","2021-12-30","","FREE","",""
"1518228413","The Wallpaper App","Lumen Digital","Lumen Digital Ltd.","com.lumendigital.Wallpaper-App","Photo & Video","2.1","$4.99","2020-08-05T07:00:00Z","2024-11-08T19:56:15Z","4.32038","2007","https://apps.apple.com/us/app/the-wallpaper-app/id1518228413?uo=4","47639552","4+","1","Ben","Harraway","United Kingdom","2020-12-05","5.99","FREE","",""
"1518228413","The Wallpaper App","Lumen Digital","Lumen Digital Ltd.","com.lumendigital.Wallpaper-App","Photo & Video","2.1","$4.99","2020-08-05T07:00:00Z","2024-11-08T19:56:15Z","4.32038","2007","https://apps.apple.com/us/app/the-wallpaper-app/id1518228413?uo=4","47639552","4+","1","","","","2020-12-06","1.95","FREE","",""
"1518228413","The Wallpaper App","Lumen Digital","Lumen Digital Ltd.","com.lumendigital.Wallpaper-App","Photo & Video","2.1","$4.99","2020-08-05T07:00:00Z","2024-11-08T19:56:15Z","4.32038","2007","https://apps.apple.com/us/app/the-wallpaper-app/id1518228413?uo=4","47639552","4+","1","Ben","Harraway","United Kingdom","2020-12-05","5.99","FREE","",""
"1518228413","The Wallpaper App","Lumen Digital","Lumen Digital Ltd.","com.lumendigital.Wallpaper-App","Photo & Video","2.1","$4.99","2020-08-05T07:00:00Z","2024-11-08T19:56:15Z","4.32038","2007","https://apps.apple.com/us/app/the-wallpaper-app/id1518228413?uo=4","47639552","4+","1","","","","2020-12-06","1.95","FREE","",""
"1135300319","Remote KeyPad and NumPad Pro","Remote Sunrise LTD","Remote Sunrise LTD","com.cherpake.numpad","Productivity","2025.16","$4.00","2016-07-20T04:21:04Z","2025-07-25T03:54:31Z","4.63863","642","https://apps.apple.com/us/app/remote-keypad-and-numpad-pro/id1135300319?uo=4","33005568","4+","1","Jordy","van Kuijk","Netherlands","2020-12-08","29.99","FREE","",""
